ISO code,Country,Variable code,Variable name,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
TWN,Taiwan,csh_g,Share of government consumption at current PPPs,0.297142535448074,0.298259496688843,0.288589239120483,0.312752634286881,0.31860625743866,0.354800999164581,0.358516603708267,0.363067209720612,0.36045452952385,0.344820469617844,0.332747310400009,0.341389775276184,0.323295593261719,0.304759085178375,0.285711497068405,0.284399896860123,0.277341991662979,0.277058124542236,0.283048331737518,0.269039839506149,0.25061759352684,0.235460355877876,0.220969885587692,0.192245692014694,0.218984797596931,0.207466989755631,0.216239333152771,0.204130977392197,0.198626473546028,0.206404641270638,0.204044714570045,0.211596295237541,0.207039430737495,0.206760197877884,0.216976955533028,0.205588862299919,0.200958669185638,0.200940072536469,0.208210483193398,0.206740260124207,0.207447960972786,0.198766872286797,0.194441258907318,0.186316907405853,0.198856607079506,0.194753259420395,0.198954537510872,0.19955587387085,0.190779760479927,0.184070959687233,0.197925463318825,0.198015332221985,0.198913350701332,0.195868521928787,0.197297036647797,0.185928598046303,0.179027423262596,0.186478316783905,0.192889615893364,0.178977489471436,0.175335302948952,0.190720438957214,0.183539062738419,0.18035027384758,0.174617752432823,0.174343124032021,0.173212826251984,0.180119708180428,0.17457714676857,0.173688963055611,0.17319592833519,0.174986347556114,0.17447067797184
